tileset_id,status,tiles,lower_base_tile_id,lower_description,upper_base_tile_id,upper_description,transition_size,style,created_at
49c9d3c2-3f2b-402d-8caf-d90c2615b9d0,error_423,,,white snow and ice with subtle blue shadows,,flowing blue river water with gentle current lines,,,2026-06-05T01:27:25.682345+00:00
47f17501-77dc-4f18-b59d-6dd2f4c29d91,error_423,,,white snow and ice with subtle blue shadows,,deep blue ocean water with gentle rolling wave ripples,,,2026-06-05T01:27:21.556563+00:00
0398fa63-c483-4e3a-8588-176906777d59,error_423,,,white snow and ice with subtle blue shadows,,glowing purple-pink mystic enchanted ground with crystal fragments,,,2026-06-05T01:27:18.574387+00:00
32a7d808-39bc-4b25-abb1-63ed8e8ae571,error_423,,,white snow and ice with subtle blue shadows,,grey mountain rock with snow patches and exposed stone,,,2026-06-05T01:27:13.771469+00:00
0caadc0d-154d-46cc-9aaa-ef2e6efaa149,error_423,,,white snow and ice with subtle blue shadows,,calm still blue-green lake water with subtle reflections,,,2026-06-05T01:27:10.079236+00:00
9b5b2d11-2c76-46cf-9a44-8fd645c73ba4,error_423,,,white snow and ice with subtle blue shadows,,rocky hillside with scattered grey stones and sparse grass,,,2026-06-05T01:27:06.318822+00:00
3b41628b-f6f1-4637-8153-0587c9e51f5b,error_423,,,white snow and ice with subtle blue shadows,,lush green grass meadow with individual blades,,,2026-06-05T01:27:02.827454+00:00
0ab48f6d-0d3d-4743-93fa-c8363676a4a3,error_423,,,white snow and ice with subtle blue shadows,,"dark forest floor with fallen brown leaves, moss, and roots",,,2026-06-05T01:26:58.915090+00:00
8373c38b-ce85-4257-b196-db11ad080673,error_423,,,white snow and ice with subtle blue shadows,,arid desert sand with subtle wind ripple patterns,,,2026-06-05T01:26:56.053384+00:00
a2f75f3e-da49-4a9b-9361-2b684fb7cd34,error_423,,,white snow and ice with subtle blue shadows,,very dark dense forest floor with thick leaf litter and deep moss,,,2026-06-05T01:26:52.109232+00:00
2dfd739c-3f47-4219-b735-0c6fb8251bc0,error_423,,,white snow and ice with subtle blue shadows,,dark navy deep ocean water with slow deep wave patterns,,,2026-06-05T01:26:47.012578+00:00
c6bf6f4b-f3fe-41ca-b9ef-57250c4b7474,error_423,,,white snow and ice with subtle blue shadows,,golden sandy beach with fine grain texture,,,2026-06-05T01:26:43.769664+00:00
287e9475-1c7d-4874-a548-3537fefc59d6,error_423,,,frozen grey-brown tundra permafrost with sparse lichen,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T01:25:16.357113+00:00
07d5385e-2774-4ac8-8cd0-6856af5ac4ea,error_423,,,lush tropical forest floor with broad leaves and dark humid soil,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T01:25:12.641621+00:00
e181683b-2a25-43af-be09-8b610995393a,error_423,,,lush tropical forest floor with broad leaves and dark humid soil,,frozen grey-brown tundra permafrost with sparse lichen,,,2026-06-05T01:25:10.368994+00:00
9efd7484-4ee9-4528-a2f6-2941211a6b64,error_423,,,"cold taiga floor with brown pine needles, frost, and lichen",,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T01:25:06.392021+00:00
ce00a41d-198e-4d36-b714-9af2eb9b8f23,error_423,,,"cold taiga floor with brown pine needles, frost, and lichen",,frozen grey-brown tundra permafrost with sparse lichen,,,2026-06-05T01:25:03.727263+00:00
7c1e933a-4e63-49c4-9b9a-b2c57f5a162d,error_423,,,"cold taiga floor with brown pine needles, frost, and lichen",,lush tropical forest floor with broad leaves and dark humid soil,,,2026-06-05T01:25:00.783503+00:00
baf57288-ca47-4f3c-8e68-c0cde2f6556e,error_423,,,wet dark brown swamp mud with murky water patches,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T01:24:56.904750+00:00
39318bba-f2d4-42c4-ab14-c5f1f737568e,error_423,,,wet dark brown swamp mud with murky water patches,,frozen grey-brown tundra permafrost with sparse lichen,,,2026-06-05T01:24:54.412081+00:00
24663a71-aefe-413a-b4eb-9ee3d9f41b66,error_423,,,wet dark brown swamp mud with murky water patches,,lush tropical forest floor with broad leaves and dark humid soil,,,2026-06-05T01:24:50.353459+00:00
9b5fea1f-fba4-465f-aa07-1bba3a8132be,error_423,,,wet dark brown swamp mud with murky water patches,,"cold taiga floor with brown pine needles, frost, and lichen",,,2026-06-05T01:24:47.722421+00:00
bd21a530-b7e1-4432-b128-0c2ff1517fb8,error_423,,,short windswept dry brown-green steppe grass,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T01:24:43.746071+00:00
45c9c839-d266-4f56-881c-1f7c20ee7287,error_423,,,short windswept dry brown-green steppe grass,,lush tropical forest floor with broad leaves and dark humid soil,,,2026-06-05T01:24:39.545192+00:00
84cb8960-2815-4d7a-8107-e69871e0f992,error_423,,,short windswept dry brown-green steppe grass,,"cold taiga floor with brown pine needles, frost, and lichen",,,2026-06-05T01:24:36.100521+00:00
1bc79918-1acb-47d7-8479-dd042d9075b6,error_423,,,short windswept dry brown-green steppe grass,,wet dark brown swamp mud with murky water patches,,,2026-06-05T01:23:01.004864+00:00
d0e7b606-f322-4568-b611-fa6a40603c12,error_423,,,light turquoise shallow water with visible sandy bottom,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T01:22:57.381602+00:00
97afd8bd-7be2-4306-911c-c07444529bdb,error_423,,,light turquoise shallow water with visible sandy bottom,,frozen grey-brown tundra permafrost with sparse lichen,,,2026-06-05T01:22:53.382859+00:00
ba5baaf2-8824-4ee2-ae48-2f2a7619f3cd,error_423,,,light turquoise shallow water with visible sandy bottom,,lush tropical forest floor with broad leaves and dark humid soil,,,2026-06-05T01:22:49.196016+00:00
c85cca1a-31be-4061-ace9-b544d0638b68,error_423,,,light turquoise shallow water with visible sandy bottom,,"cold taiga floor with brown pine needles, frost, and lichen",,,2026-06-05T01:22:45.108902+00:00
92297ced-2ad2-4d7a-b372-46ad61067f01,error_423,,,light turquoise shallow water with visible sandy bottom,,wet dark brown swamp mud with murky water patches,,,2026-06-05T01:22:41.252911+00:00
8dfcda01-bf35-467e-aa22-a07aa931aa2b,error_423,,,light turquoise shallow water with visible sandy bottom,,short windswept dry brown-green steppe grass,,,2026-06-05T01:21:31.970227+00:00
994f1f77-c781-4bf2-b793-e2650ff072fb,error_423,,,dry golden savanna grass with patches of red-brown earth,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T01:21:27.725060+00:00
7dfd64fd-e0dd-400d-9752-0976ea1c5a93,error_423,,,dry golden savanna grass with patches of red-brown earth,,frozen grey-brown tundra permafrost with sparse lichen,,,2026-06-05T01:21:25.759167+00:00
d2bc99af-5838-419b-b3db-730e0b601b9f,error_423,,,dry golden savanna grass with patches of red-brown earth,,lush tropical forest floor with broad leaves and dark humid soil,,,2026-06-05T01:21:22.570465+00:00
6ba3690e-1790-4806-b513-b3c26964ee46,error_423,,,dry golden savanna grass with patches of red-brown earth,,"cold taiga floor with brown pine needles, frost, and lichen",,,2026-06-05T01:21:19.730631+00:00
d9273d20-1482-496a-8bfa-e26d729b5925,error_423,,,dry golden savanna grass with patches of red-brown earth,,wet dark brown swamp mud with murky water patches,,,2026-06-05T01:21:16.941833+00:00
cbabde19-cba1-4d4e-860a-1d20de4568b3,error_423,,,dry golden savanna grass with patches of red-brown earth,,light turquoise shallow water with visible sandy bottom,,,2026-06-05T01:21:13.661264+00:00
c1cb3abf-43fe-49fb-945e-139615f5841c,error_423,,,flowing blue river water with gentle current lines,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T01:21:09.317374+00:00
2334ad23-4bb4-4415-ae65-98038e072cfe,error_423,,,flowing blue river water with gentle current lines,,frozen grey-brown tundra permafrost with sparse lichen,,,2026-06-05T01:21:07.048354+00:00
620638a9-1adc-4a9d-b1a4-4d02173c3317,error_423,,,flowing blue river water with gentle current lines,,lush tropical forest floor with broad leaves and dark humid soil,,,2026-06-05T01:21:04.215070+00:00
cf85901a-9209-49bc-ae27-73a52d034202,error_423,,,flowing blue river water with gentle current lines,,"cold taiga floor with brown pine needles, frost, and lichen",,,2026-06-05T01:21:00.003526+00:00
2f13778b-3eb4-4623-af58-998e960d8494,error_423,,,flowing blue river water with gentle current lines,,short windswept dry brown-green steppe grass,,,2026-06-05T01:20:57.339293+00:00
d1ee9021-a22d-4184-8234-a67424bd9dd7,error_423,,,flowing blue river water with gentle current lines,,light turquoise shallow water with visible sandy bottom,,,2026-06-05T01:20:53.517114+00:00
2489a9bf-e246-45d4-af5c-90375ce09301,error_423,,,flowing blue river water with gentle current lines,,dry golden savanna grass with patches of red-brown earth,,,2026-06-05T01:20:50.534878+00:00
e7fd02b3-5a4d-4aae-a042-5296e8146336,error_423,,,deep blue ocean water with gentle rolling wave ripples,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T01:20:45.634122+00:00
e4bba4f8-0f92-43f7-ab9e-02be3b9d6c0e,error_423,,,deep blue ocean water with gentle rolling wave ripples,,frozen grey-brown tundra permafrost with sparse lichen,,,2026-06-05T01:20:40.718530+00:00
d00b3b59-aef3-4883-af21-516d9521e738,error_423,,,deep blue ocean water with gentle rolling wave ripples,,"cold taiga floor with brown pine needles, frost, and lichen",,,2026-06-05T01:20:38.408448+00:00
f56db8a9-e67b-41b3-87c0-63f01f365761,error_423,,,deep blue ocean water with gentle rolling wave ripples,,wet dark brown swamp mud with murky water patches,,,2026-06-05T01:19:20.205673+00:00
3662c5f7-3ef7-4a65-8b2c-c20ee94df345,error_423,,,deep blue ocean water with gentle rolling wave ripples,,short windswept dry brown-green steppe grass,,,2026-06-05T01:19:17.507834+00:00
03c212d9-6047-4cff-97b9-01739d38af66,error_423,,,deep blue ocean water with gentle rolling wave ripples,,light turquoise shallow water with visible sandy bottom,,,2026-06-05T01:19:14.790911+00:00
377bed48-3371-4a70-9f43-c9cc8394c2eb,error_423,,,deep blue ocean water with gentle rolling wave ripples,,dry golden savanna grass with patches of red-brown earth,,,2026-06-05T01:19:12.659153+00:00
b016f3dd-de12-4f9a-9378-df9e60141b46,error_423,,,deep blue ocean water with gentle rolling wave ripples,,flowing blue river water with gentle current lines,,,2026-06-05T01:19:09.656362+00:00
fa8bca90-200f-4a74-873e-c1c6c7e50de0,error_423,,,glowing purple-pink mystic enchanted ground with crystal fragments,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T01:19:03.859629+00:00
76ffa8dd-faac-4a5a-a1d5-6ed160b806f4,error_423,,,glowing purple-pink mystic enchanted ground with crystal fragments,,frozen grey-brown tundra permafrost with sparse lichen,,,2026-06-05T01:18:59.139164+00:00
d6829a7e-39cd-44bb-9ae1-8f0a75d5dc8c,error_423,,,glowing purple-pink mystic enchanted ground with crystal fragments,,"cold taiga floor with brown pine needles, frost, and lichen",,,2026-06-05T01:18:55.594137+00:00
421b0aab-a891-4fcd-a602-a394f869b1fb,error_423,,,glowing purple-pink mystic enchanted ground with crystal fragments,,wet dark brown swamp mud with murky water patches,,,2026-06-05T01:18:51.636691+00:00
431e935e-ba73-4c2c-b324-3a02fc143d1f,error_423,,,glowing purple-pink mystic enchanted ground with crystal fragments,,short windswept dry brown-green steppe grass,,,2026-06-05T01:18:47.760373+00:00
7aeea5c7-6b8c-4f5a-824c-fa263dc1deb3,error_423,,,glowing purple-pink mystic enchanted ground with crystal fragments,,light turquoise shallow water with visible sandy bottom,,,2026-06-05T01:18:43.897977+00:00
b7e19d5c-c160-40a2-8362-b15a324d3084,error_423,,,glowing purple-pink mystic enchanted ground with crystal fragments,,dry golden savanna grass with patches of red-brown earth,,,2026-06-05T01:17:31.916615+00:00
a78fdd09-27e5-487e-b301-7e2e76cb6746,error_423,,,glowing purple-pink mystic enchanted ground with crystal fragments,,flowing blue river water with gentle current lines,,,2026-06-05T01:17:29.985934+00:00
4c113da9-f412-45e3-a444-e9ef6da11882,error_423,,,glowing purple-pink mystic enchanted ground with crystal fragments,,deep blue ocean water with gentle rolling wave ripples,,,2026-06-05T01:17:26.832697+00:00
90b257dd-172a-45ee-9e8f-581c0ba7c547,error_423,,,grey mountain rock with snow patches and exposed stone,,dark charred volcanic rock with glowing orange lava cracks,,,2026-06-05T01:17:22.925749+00:00
1abea70a-dec8-44f9-8985-3ff9eefc45d9,error_423,,,grey mountain rock with snow patches and exposed stone,,frozen grey-brown tundra permafrost with sparse lichen,,,2026-06-05T01:17:19.133472+00:00
6c1257f7-066f-4b9c-ab52-662ba3507f43,error_423,,,grey mountain rock with snow patches and exposed stone,,lush tropical forest floor with broad leaves and dark humid soil,,,2026-06-05T01:17:15.978470+00:00
635afccb-7572-4913-b410-1479a3526341,error_423,,,grey mountain rock with snow patches and exposed stone,,"cold taiga floor with brown pine needles, frost, and lichen",,,2026-06-05T01:17:11.667464+00:00
d4a08a8c-cd33-490b-8745-46452ed2a5d3,error_423,,,grey mountain rock with snow patches and exposed stone,,wet dark brown swamp mud with murky water patches,,,2026-06-05T01:17:07.654283+00:00
f76cea23-2ac4-47d8-96c2-4356e24e74b0,error_423,,,grey mountain rock with snow patches and exposed stone,,short windswept dry brown-green steppe grass,,,2026-06-05T01:17:04.351292+00:00
7b6e0d27-a7d3-4875-951f-97397b4870a1,error_423,,,grey mountain rock with snow patches and exposed stone,,light turquoise shallow water with visible sandy bottom,,,2026-06-05T01:16:59.971673+00:00
8b15a17f-5ec9-4ba7-9a47-19e9d984e420,error_423,,,grey mountain rock with snow patches and exposed stone,,dry golden savanna grass with patches of red-brown earth,,,2026-06-05T01:16:56.715389+00:00
99f7c9da-6ee1-494e-aacb-2787cae94408,error_423,,,grey mountain rock with snow patches and exposed stone,,flowing blue river water with gentle current lines,,,2026-06-05T01:16:52.503586+00:00
c90a5e8b-77c1-4c35-9e3b-84692ba2ef9d,error_423,,,grey mountain rock with snow patches and exposed stone,,deep blue ocean water with gentle rolling wave ripples,,,2026-06-05T01:16:48.667211+00:00
6548984e-5bfd-4a51-8590-13b6aa3a4819,error_423,,,grey mountain rock with snow patches and exposed stone,,glowing purple-pink mystic enchanted ground with crystal fragments,,,2026-06-05T01:16:44.963071+00:00
7b6c34ca-f14e-4634-80fe-5d344e4ebe3e,error_423,,,calm still blue-green lake water with subtle reflections,,wet dark brown swamp mud with murky water patches,,,2026-06-05T01:15:24.650286+00:00
e46a9438-0404-4385-9448-6de3c0e0a917,error_423,,,calm still blue-green lake water with subtle reflections,,short windswept dry brown-green steppe grass,,,2026-06-05T01:15:18.224636+00:00
cf137f14-07b2-4994-8201-f0e76c3f0d19,error_423,,,calm still blue-green lake water with subtle reflections,,light turquoise shallow water with visible sandy bottom,,,2026-06-05T01:15:14.301534+00:00
8dc61aae-2fef-4856-adcd-4fa08dc4c57b,error_423,,,calm still blue-green lake water with subtle reflections,,dry golden savanna grass with patches of red-brown earth,,,2026-06-05T01:15:10.708366+00:00
513018be-fd08-4347-8877-3791ae6f0c72,error_423,,,calm still blue-green lake water with subtle reflections,,flowing blue river water with gentle current lines,,,2026-06-05T01:15:06.535856+00:00
e964fb53-2406-43db-b81a-2b7e9581f6e8,error_423,,,calm still blue-green lake water with subtle reflections,,deep blue ocean water with gentle rolling wave ripples,,,2026-06-05T01:15:03.297041+00:00
6ff6e631-4361-4a21-9eed-2e82af1ff78a,error_423,,,calm still blue-green lake water with subtle reflections,,glowing purple-pink mystic enchanted ground with crystal fragments,,,2026-06-05T01:14:59.355969+00:00
73c0b74b-c881-4cc2-9d3f-f8bf72e85379,error_423,,,calm still blue-green lake water with subtle reflections,,grey mountain rock with snow patches and exposed stone,,,2026-06-05T01:14:54.452998+00:00
a9186932-b09b-4104-8469-a894dce090b7,error_423,,,calm still blue-green lake water with subtle reflections,,rocky hillside with scattered grey stones and sparse grass,,,2026-06-05T01:14:50.780664+00:00
034bf2ac-86fc-44d5-a781-57bd48ac221a,error_423,,,calm still blue-green lake water with subtle reflections,,lush green grass meadow with individual blades,,,2026-06-05T01:14:47.686271+00:00
df280cf0-6646-4ecc-b730-983f7946d359,error_423,,,calm still blue-green lake water with subtle reflections,,"dark forest floor with fallen brown leaves, moss, and roots",,,2026-06-05T01:14:44.496394+00:00
ae016bf7-ba68-4407-bd9b-4ba1ac301fbb,error_423,,,calm still blue-green lake water with subtle reflections,,arid desert sand with subtle wind ripple patterns,,,2026-06-05T01:13:44.592620+00:00
